opd_date	rte	dir	day_of_week	is_ns	is_rapid	is_weekend	orca_total	frac_disabled	frac_youth	frac_senior	frac_li	frac_uw	ons	region	start	end	type	summer
2019-01-19	255	W	5	0.0	0.0	1.0	265.0	0.006759259259259258	0.006739069896964634	0.01375581046633678	0.017191482980956668	0.007504873294346979	474.0	East King County	Brickyard P&R	Downtown Seattle	Conventional	False
2019-01-19	269	N	5	1.0	0.0	1.0	31.0	0.005787037037037038	0.001736111111111111	0.0	0.00318287037037037	0.0	57.0	East King County	Issaquah	Overlake	Conventional	False
2019-01-19	269	S	5	1.0	0.0	1.0	36.0	0.00784313725490196	0.004901960784313725	0.0	0.001633986928104575	0.0058823529411764705	54.0	East King County	Issaquah	Overlake	Conventional	False
2019-01-19	271	W	5	0.0	0.0	1.0	464.0	0.0037784233555699016	0.010576716160964063	0.0077792123950936095	0.01327892034799717	0.025275139106643304	750.0	East King County	Issaquah	University District	Conventional	False
2019-01-19	331	E	5	0.0	0.0	1.0	52.0	0.006097560975609756	0.0013550135501355014	0.006549232158988258	0.0033875338753387536	0.0013550135501355014	107.0	North King County	Shoreline	Kenmore	Conventional	False
2019-01-19	331	W	5	0.0	0.0	1.0	98.0	0.014534883720930232	0.007558139534883721	0.012209302325581395	0.006782945736434109	0.005813953488372093	189.0	North King County	Shoreline	Kenmore	Conventional	False
2019-01-19	345	N	5	1.0	0.0	1.0	160.0	0.008202193609918931	0.01842484728750823	0.016727978745146126	0.011941662692735652	0.0061794627245271025	313.0	North King County	Northgate Transit Center	Shoreline	Conventional	False
2019-01-19	345	S	5	1.0	0.0	1.0	129.0	0.012207274539113105	0.018086696562032885	0.0171898355754858	0.012456402590931738	0.008221225710014948	205.0	North King County	Northgate Transit Center	Shoreline	Conventional	False
2019-01-19	346	N	5	1.0	0.0	1.0	57.0	0.015916666666666666	0.0099375	0.004083333333333333	0.0069791666666666665	0.0	101.0	North King County	Northgate Transit Center	Aurora Village Transit Center	Conventional	False
2019-01-19	346	S	5	1.0	0.0	1.0	40.0	0.004	0.009250000000000001	0.004	0.005	0.0025	76.0	North King County	Northgate Transit Center	Aurora Village Transit Center	Conventional	False
2019-01-19	347	S	5	1.0	0.0	1.0	66.0	0.026595744680851064	0.010638297872340425	0.014184397163120567	0.01817375886524823	0.005319148936170213	124.0	North King County	Northgate Transit Center	Mountlake Terrace Transit Center	Conventional	False
2019-01-19	348	N	5	1.0	0.0	1.0	199.0	0.023657732674126117	0.00546448087431694	0.011241217798594848	0.010230722525804493	0.011915604128718883	399.0	North King County	Northgate Transit Center	Richmond Beach	Conventional	False
2019-01-19	522	N	5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	981.0	Express	Downtown Seattle	Woodinville	Conventional	False
2019-01-19	522	S	5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	972.0	Express	Downtown Seattle	Woodinville	Conventional	False
2019-01-19	545	E	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	911.0	Express	Downtown Seattle	Bear Creek P&R	Conventional	False
2019-01-19	545	W	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	868.0	Express	Downtown Seattle	Bear Creek P&R	Conventional	False
2019-01-19	550	E	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1080.0	Express	Downtown Seattle	Bellevue	Conventional	False
2019-01-19	550	W	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1153.0	Express	Downtown Seattle	Bellevue	Conventional	False
2019-01-19	554	E	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	407.0	Express	Downtown Seattle	Issaquah	Conventional	False
2019-01-19	554	W	5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	486.0	Express	Downtown Seattle	Issaquah	Conventional	False
2019-01-19	671	N	5	1.0	1.0	1.0	493.0	0.023070680554379424	0.009602845287492588	0.012360628898862447	0.0435501171422926	0.0024451689389448725	3024.0	Express	Tukwila	Federal Way	Conventional	False
2019-01-19	671	S	5	1.0	1.0	1.0	311.0	0.020465608465608465	0.004761904761904762	0.015026455026455027	0.02361904761904762	0.0009523809523809524	3007.0	Express	Tukwila	Federal Way	Conventional	False
2019-01-19	672	E	5	0.0	1.0	1.0	204.0	0.013852813852813853	0.008956709956709956	0.003787878787878788	0.017121212121212124	0.004761904761904762	560.0	Express	Redmond	Bellevue	Conventional	False
2019-01-19	672	W	5	0.0	1.0	1.0	256.0	0.01410024154589372	0.009963768115942028	0.009812801932367148	0.01416062801932367	0.00992063492063492	587.0	Express	Redmond	Bellevue	Conventional	False
2019-01-19	673	N	5	1.0	1.0	1.0	459.0	0.017225232457020533	0.011137868753762794	0.014004281222824268	0.015402368051374673	0.0059201284366847285	2176.0	Express	South Lake Union	Westwood Village	Conventional	False
2019-01-19	673	S	5	1.0	1.0	1.0	473.0	0.015585999030655518	0.009266327396098388	0.01589800678541136	0.010434084575305948	0.0057251908396946565	2224.0	Express	South Lake Union	Westwood Village	Conventional	False
2019-01-19	674	N	5	1.0	1.0	1.0	959.0	0.021377926594021976	0.012525528509135065	0.014764026612014687	0.02190444649461043	0.010299718496439809	3275.0	Express	Crown Hill	Downtown Seattle	Conventional	False
2019-01-19	674	S	5	1.0	1.0	1.0	777.0	0.026705872539205876	0.012529195862529196	0.017012846179512844	0.025753531309086863	0.009628676295342963	3204.0	Express	Crown Hill	Downtown Seattle	Conventional	False
2019-01-19	675	N	5	1.0	1.0	1.0	1008.0	0.027114155774890177	0.00943935166733094	0.0158607893570723	0.024018584854358684	0.0075812100592456515	4282.0	Express	Aurora Village Transit Center	Downtown Seattle	Conventional	False
2019-01-19	676	E	5	0.0	1.0	1.0	556.0	0.02018591211427325	0.01020335841238687	0.013395485770363102	0.02849607458292444	0.005266601243048741	2216.0	Express	Burien Transit Center	Renton	Conventional	False
2019-01-19	676	W	5	0.0	1.0	1.0	503.0	0.018909095214415948	0.011945016693897845	0.012204304894508772	0.027192110061329357	0.0022791314437261728	2205.0	Express	Burien Transit Center	Renton	Conventional	False
2019-01-20	1	N	6	1.0	0.0	1.0	374.0	0.02650047360716438	0.008305347455437873	0.017706449668474986	0.013698010849909582	0.0075432704727460605	661.0	Seattle	Kinnear	Downtown Seattle	Trolley	False
2019-01-20	1	S	6	1.0	0.0	1.0	190.0	0.010668563300142249	0.0045045045045045045	0.009815078236130866	0.011711711711711714	0.007586533902323375	313.0	Seattle	Kinnear	Downtown Seattle	Trolley	False
2019-01-20	2	N	6	1.0	0.0	1.0	164.0	0.018556701030927835	0.00865979381443299	0.009965635738831614	0.014329896907216495	0.00549828178694158	258.0	Seattle	West Queen Anne	Madrona	Trolley	False
2019-01-20	3	N	6	1.0	0.0	1.0	92.0	0.03943661971830986	0.007042253521126761	0.004225352112676056	0.02347417840375587	0.018779342723004692	186.0	Seattle	Seattle Pacific University	Madrona	Trolley	False
2019-01-20	3	S	6	1.0	0.0	1.0	266.0	0.030150150150150153	0.012762762762762763	0.020450450450450453	0.025360360360360358	0.021651651651651654	464.0	Seattle	Seattle Pacific University	Madrona	Trolley	False
2019-01-20	4	N	6	1.0	0.0	1.0	290.0	0.018667328042328044	0.009522306397306397	0.010890151515151516	0.025517075517075515	0.008642977392977393	570.0	Seattle	Seattle Pacific University	Judkins Park	Trolley	False
2019-01-20	5	N	6	1.0	0.0	1.0	412.0	0.009353204202062933	0.005270115449017361	0.005692645143601343	0.013794639797107409	0.009172762257277988	785.0	Seattle	Shoreline	Downtown Seattle	Conventional	False
2019-01-20	5	S	6	1.0	0.0	1.0	283.0	0.015297917828592673	0.004984662576687116	0.014212678936605315	0.00869701617401004	0.008052147239263804	584.0	Seattle	Shoreline	Downtown Seattle	Conventional	False
2019-01-20	7	S	6	1.0	0.0	1.0	346.0	0.03330246913580247	0.031104497354497346	0.029745370370370366	0.03172453703703704	0.0072856040564373906	698.0	Seattle	Downtown Seattle	Rainier Beach	Trolley	False
2019-01-20	8	E	6	0.0	0.0	1.0	1349.0	0.04312860692818468	0.01250526028538395	0.012966552708673048	0.03012402793506699	0.017758261025490704	1899.0	Seattle	Seattle Center	Mount Baker	Conventional	False
2019-01-20	8	W	6	0.0	0.0	1.0	1159.0	0.04041410536056581	0.013280549181798437	0.01886396041660765	0.028707187451982225	0.01693724016746027	1621.0	Seattle	Seattle Center	Mount Baker	Conventional	False
2019-01-20	10	S	6	1.0	0.0	1.0	103.0	0.039897039897039896	0.002574002574002574	0.007722007722007722	0.02059202059202059	0.02284427284427284	176.0	Seattle	Downtown Seattle	Capitol Hill	Trolley	False
2019-01-20	13	N	6	1.0	0.0	1.0	131.0	0.023484848484848483	0.00909090909090909	0.02131313131313131	0.009595959595959595	0.009090909090909092	255.0	Seattle	Seattle Pacific University	Downtown Seattle	Trolley	False
2019-01-20	13	S	6	1.0	0.0	1.0	153.0	0.025997150997151	0.02521367521367521	0.01566951566951567	0.018304843304843305	0.019373219373219373	238.0	Seattle	Seattle Pacific University	Downtown Seattle	Trolley	False
2019-01-20	14	N	6	1.0	0.0	1.0	210.0	0.016316250547525186	0.010074463425317565	0.012483574244415242	0.022448532632501097	0.0032851511169513796	440.0	Seattle	Downtown Seattle	Mount Baker	Trolley	False
2019-01-20	21	S	6	1.0	0.0	1.0	126.0	0.018484848484848486	0.007373737373737374	0.0038383838383838384	0.01505050505050505	0.0013131313131313131	280.0	Seattle	Downtown Seattle	Westwood Village	Conventional	False
2019-01-20	22	N	6	1.0	0.0	1.0	35.0	0.0033613445378151263	0.004201680672268907	0.007563025210084034	0.0058823529411764705	0.004201680672268907	62.0	Seattle	Alaska Junction	Arbor Heights	Conventional	False
2019-01-20	22	S	6	1.0	0.0	1.0	36.0	0.0	0.01	0.01	0.006666666666666667	0.0	48.0	Seattle	Alaska Junction	Arbor Heights	Conventional	False
2019-01-20	24	N	6	1.0	0.0	1.0	263.0	0.006142014327855036	0.005981645362176336	0.008199497432535782	0.006486944171309954	0.0031648483713380467	451.0	Seattle	West Magnolia	Downtown Seattle	Conventional	False
2019-01-20	24	S	6	1.0	0.0	1.0	183.0	0.001572327044025157	0.010035146133925267	0.007214206437291898	0.007214206437291898	0.004439511653718091	349.0	Seattle	West Magnolia	Downtown Seattle	Conventional	False
2019-01-20	26	N	6	1.0	0.0	1.0	283.0	0.006165055345383215	0.008406893652795292	0.008109149502592125	0.012820512820512822	0.01147190696371024	473.0	Seattle	Northgate Transit Center	Downtown Seattle	Conventional	False
2019-01-20	27	N	6	1.0	0.0	1.0	62.0	0.004153686396677051	0.007268951194184839	0.012461059190031152	0.012461059190031152	0.020249221183800622	121.0	Seattle	Downtown Seattle	Colman Park	Conventional	False
2019-01-20	27	S	6	1.0	0.0	1.0	112.0	0.01019345238095238	0.009970238095238095	0.007986111111111112	0.01800595238095238	0.0015277777777777779	198.0	Seattle	Downtown Seattle	Colman Park	Conventional	False
2019-01-20	28	N	6	1.0	0.0	1.0	249.0	0.011254789272030651	0.0038314176245210726	0.0034589186888037463	0.0155438484461473	0.010217113665389526	412.0	Seattle	Carkeek Park	Downtown Seattle	Conventional	False
2019-01-20	28	S	6	1.0	0.0	1.0	286.0	0.009611322348964934	0.0023236163920574565	0.004435994930291508	0.018483312209547954	0.014152936206168146	395.0	Seattle	Carkeek Park	Downtown Seattle	Conventional	False
2019-01-20	32	E	6	0.0	0.0	1.0	72.0	0.009770114942528734	0.03793103448275862	0.0011494252873563218	0.004597701149425287	0.061494252873563214	92.0	Seattle	Seattle Center	Children's Hospital	Conventional	False
2019-01-20	32	W	6	0.0	0.0	1.0	143.0	0.014285714285714285	0.0051190476190476186	0.004231205302633874	0.003681754753183324	0.06743415314843887	186.0	Seattle	Seattle Center	Children's Hospital	Conventional	False
2019-01-20	40	S	6	1.0	0.0	1.0	644.0	0.01035161836484255	0.009530079492296116	0.013239924433249372	0.01898967426360373	0.010171047466387516	1185.0	Seattle	Northgate Transit Center	Downtown Seattle	Conventional	False
2019-01-20	41	S	6	1.0	0.0	1.0	276.0	0.03958953373015873	0.016821676587301587	0.01977306547619048	0.05344122023809524	0.02521701388888889	476.0	Seattle	Lake City	Downtown Seattle	Conventional	False
2019-01-20	43	N	6	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	Seattle	Downtown Seattle	University District	Trolley	False
2019-01-20	43	S	6	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.011494252873563218	11.0	Seattle	Downtown Seattle	University District	Trolley	False
2019-01-20	44	S	6	1.0	0.0	1.0	438.0	0.018776419082125604	0.007284118357487922	0.019995471014492755	0.02036911231884058	0.10301554951690824	671.0	Seattle	Ballard	University District	Trolley	False
2019-01-20	45	E	6	0.0	0.0	1.0	1182.0	0.014804896710022952	0.01023442149111621	0.01287481327649652	0.018410937443072106	0.0952746809001591	1671.0	Seattle	Loyal Heights	University District	Conventional	False
2019-01-20	45	W	6	0.0	0.0	1.0	1558.0	0.013789381141566234	0.010927940546008848	0.012611994240712566	0.01605224253039163	0.07874464255294221	2038.0	Seattle	Loyal Heights	University District	Conventional	False
2019-01-20	47	S	6	1.0	0.0	1.0	67.0	0.049019607843137254	0.0010893246187363833	0.011826953003423592	0.029411764705882353	0.014005602240896357	102.0	Seattle	Downtown Seattle	Summit	Trolley	False
2019-01-20	48	N	6	1.0	0.0	1.0	577.0	0.013930722891566265	0.016122824631860773	0.007948460508701473	0.017988621151271755	0.0401355421686747	960.0	Seattle	University District	Mount Baker	Conventional	False
2019-01-20	48	S	6	1.0	0.0	1.0	654.0	0.01193787668057487	0.016114753736450535	0.006093118749586065	0.016667770492527097	0.04271916462458884	994.0	Seattle	University District	Mount Baker	Conventional	False
2019-01-20	49	N	6	1.0	0.0	1.0	32.0	0.03968253968253968	0.018518518518518517	0.0	0.01455026455026455	0.043209876543209874	45.0	Seattle	University District	Downtown Seattle	Trolley	False
2019-01-20	49	S	6	1.0	0.0	1.0	13.0	0.0	0.0	0.0	0.02	0.06333333333333332	35.0	Seattle	University District	Downtown Seattle	Trolley	False
2019-01-20	50	E	6	0.0	0.0	1.0	342.0	0.006525185998292476	0.009269423100378095	0.006769118185144528	0.00844615196975241	0.0022868642517380167	591.0	Seattle	Alki Point	Othello Station	Conventional	False
2019-01-20	50	W	6	0.0	0.0	1.0	373.0	0.008283840633506557	0.009805741153179904	0.00797451125958921	0.011253402623113092	0.003062360801781737	596.0	Seattle	Alki Point	Othello Station	Conventional	False
2019-01-20	62	N	6	1.0	0.0	1.0	1225.0	0.0061880518085191735	0.00918441666262339	0.008441303160005086	0.01057004106597543	0.01876250496424842	1646.0	Seattle	Downtown Seattle	Sand Point	Conventional	False
2019-01-20	62	S	6	1.0	0.0	1.0	1367.0	0.01184395404578891	0.009917357623779642	0.01055045871559633	0.015503824219420554	0.018413367495936306	1834.0	Seattle	Downtown Seattle	Sand Point	Conventional	False
2019-01-20	65	N	6	1.0	0.0	1.0	148.0	0.006070120355834642	0.01730769230769231	0.012889194139194139	0.01098901098901099	0.06551107622536195	182.0	Seattle	Jackson Park	University District	Conventional	False
2019-01-20	67	S	6	1.0	0.0	1.0	108.0	0.0	0.02287862513426423	0.014858575008950948	0.009857978279030911	0.15424871703067192	149.0	Seattle	Northgate Transit Center	Children's Hospital	Conventional	False
2019-01-20	70	N	6	1.0	0.0	1.0	92.0	0.025297619047619048	0.001984126984126984	0.017857142857142856	0.008928571428571428	0.12251984126984128	163.0	Seattle	University District	Downtown Seattle	Trolley	False
2019-01-20	70	S	6	1.0	0.0	1.0	89.0	0.015789473684210527	0.018421052631578946	0.0017543859649122805	0.01263157894736842	0.050730994152046786	141.0	Seattle	University District	Downtown Seattle	Trolley	False
2019-01-20	101	N	6	1.0	0.0	1.0	25.0	0.043083900226757364	0.0	0.0	0.023809523809523808	0.023809523809523808	53.0	South King County	Downtown Seattle	South Renton P&R	Conventional	False
2019-01-20	101	S	6	1.0	0.0	1.0	16.0	0.01904761904761905	0.0	0.0	0.01904761904761905	0.047619047619047616	41.0	South King County	Downtown Seattle	South Renton P&R	Conventional	False
2019-01-20	105	N	6	1.0	0.0	1.0	86.0	0.028019534362817948	0.0013266998341625207	0.008635394456289979	0.012584803256445048	0.0	245.0	South King County	Renton	Renton	Conventional	False
2019-01-20	105	S	6	1.0	0.0	1.0	53.0	0.022377622377622378	0.006993006993006993	0.00641025641025641	0.013636363636363636	0.0034965034965034965	134.0	South King County	Renton	Renton	Conventional	False
2019-01-20	106	N	6	1.0	0.0	1.0	233.0	0.022178477690288714	0.024559430071241093	0.00993625796775403	0.029790026246719153	0.00684289463817023	538.0	South King County	International District/Chinatown station	Renton	Conventional	False
2019-01-20	106	S	6	1.0	0.0	1.0	264.0	0.02097928436911488	0.025012106537530263	0.012668818940005383	0.024710788270110303	0.0014796879203658863	564.0	South King County	International District/Chinatown station	Renton	Conventional	False
2019-01-20	107	S	6	1.0	0.0	1.0	331.0	0.008603964571910585	0.014162745731703978	0.0057845430262132074	0.012847885981584843	0.004235705247936374	679.0	South King County	Beacon Hill station	Renton	Conventional	False
2019-01-20	118	N	6	1.0	0.0	1.0	12.0	0.0	0.018518518518518517	0.012345679012345678	0.0	0.012345679012345678	33.0	South King County	Vashon Island Ferry Terminal	Tahlequah Ferry Terminal	Conventional	False
2019-01-20	118	S	6	1.0	0.0	1.0	11.0	0.023809523809523808	0.00992063492063492	0.011904761904761904	0.0	0.0	38.0	South King County	Vashon Island Ferry Terminal	Tahlequah Ferry Terminal	Conventional	False
2019-01-20	120	N	6	1.0	0.0	1.0	190.0	0.03717003105590062	0.029917184265010353	0.015217391304347825	0.045225155279503104	0.007699275362318841	458.0	South King County	Downtown Seattle	Burien Transit Center	Conventional	False
2019-01-20	120	S	6	1.0	0.0	1.0	142.0	0.03247863247863248	0.025335775335775336	0.019841269841269844	0.039133089133089126	0.00030525030525030525	365.0	South King County	Downtown Seattle	Burien Transit Center	Conventional	False
2019-01-20	124	N	6	1.0	0.0	1.0	283.0	0.013555278987761874	0.003422526446795271	0.008141464426467538	0.02779506326488281	0.001763119684712715	665.0	South King County	Downtown Seattle	Tukwila	Conventional	False
2019-01-20	124	S	6	1.0	0.0	1.0	295.0	0.015550179211469532	0.004301075268817204	0.007118279569892473	0.024021505376344086	0.0008817204301075269	795.0	South King County	Downtown Seattle	Tukwila	Conventional	False
2019-01-20	128	N	6	1.0	0.0	1.0	81.0	0.004901960784313725	0.013512361466325661	0.0021312872975277064	0.009709535988308367	0.0015345268542199487	225.0	South King County	Admiral District	Southcenter	Conventional	False
2019-01-20	128	S	6	1.0	0.0	1.0	100.0	0.01430615164520744	0.01406771578445398	0.004053409632808774	0.017405817835002387	0.00357653791130186	236.0	South King County	Admiral District	Southcenter	Conventional	False
2019-01-20	131	S	6	1.0	0.0	1.0	329.0	0.01830164338998261	0.011061098958625459	0.004397330192383196	0.020926580290537886	0.0012432927627273917	785.0	South King County	Downtown Seattle	Burien Transit Center	Conventional	False
2019-01-20	132	N	6	1.0	0.0	1.0	309.0	0.0132335148215366	0.004212038717483364	0.004627949183303086	0.017460677555958867	0.0019661222020568667	644.0	South King County	Downtown Seattle	Burien Transit Center	Conventional	False
2019-01-20	148	N	6	1.0	0.0	1.0	50.0	0.005154639175257732	0.004725085910652921	0.0019329896907216496	0.01675257731958763	0.002577319587628866	142.0	South King County	Renton	Fairwood	Conventional	False
2019-01-20	148	S	6	1.0	0.0	1.0	41.0	0.013513513513513514	0.00472972972972973	0.002702702702702703	0.005405405405405405	0.002702702702702703	96.0	South King County	Renton	Fairwood	Conventional	False
2019-01-20	150	N	6	1.0	0.0	1.0	182.0	0.012406653088934148	0.013985064494229465	0.014307535641547861	0.027431868877897395	0.008694598002133644	352.0	South King County	Downtown Seattle	Kent Station	Conventional	False
2019-01-20	150	S	6	1.0	0.0	1.0	204.0	0.007392473118279571	0.004731182795698925	0.013575268817204302	0.019600614439324118	0.0036738351254480286	456.0	South King County	Downtown Seattle	Kent Station	Conventional	False
2019-01-20	180	N	6	1.0	0.0	1.0	122.0	0.009712509712509714	0.003535353535353535	0.0033799533799533797	0.016511266511266512	0.0011655011655011655	388.0	South King County	Burien Transit Center	Southeast Auburn	Conventional	False
2019-01-20	180	S	6	1.0	0.0	1.0	208.0	0.01415525114155251	0.004829645240604145	0.0028099754127151387	0.022040744643484367	0.0004390586582367404	497.0	South King County	Burien Transit Center	Southeast Auburn	Conventional	False
2019-01-20	181	E	6	0.0	0.0	1.0	45.0	0.014624505928853756	0.018445322793148877	0.0	0.017127799736495388	0.0007905138339920949	147.0	South King County	Twin Lakes	Green River College	Conventional	False
2019-01-20	181	W	6	0.0	0.0	1.0	30.0	0.016666666666666663	0.009	0.001	0.0	0.0	113.0	South King County	Twin Lakes	Green River College	Conventional	False
2019-01-20	182	N	6	1.0	0.0	1.0	10.0	0.012903225806451613	0.0	0.0	0.0064516129032258064	0.0	29.0	South King County	Federal Way	Northeast Tacoma (crosses into Pierce County)	Conventional	False
2019-01-20	187	N	6	1.0	0.0	1.0	19.0	0.002380952380952381	0.004761904761904762	0.0	0.014285714285714285	0.004761904761904762	50.0	South King County	Federal Way	Twin Lakes	Conventional	False
2019-01-20	221	N	6	1.0	0.0	1.0	153.0	0.007393600497048773	0.008838148493320905	0.0011649580615097856	0.00459104424621666	0.0015843429636533085	213.0	East King County	Eastgate P&R	Education Hill	Conventional	False
2019-01-20	226	E	6	0.0	0.0	1.0	131.0	0.005749158249158249	0.009941077441077441	0.005555555555555556	0.01074074074074074	0.0021010101010101013	196.0	East King County	Eastgate P&R	Bellevue	Conventional	False
2019-01-20	226	W	6	0.0	0.0	1.0	139.0	0.008385744234800839	0.015810621942697414	0.008385744234800839	0.014675052410901468	0.007948986722571627	218.0	East King County	Eastgate P&R	Bellevue	Conventional	False
2019-01-20	234	N	6	1.0	0.0	1.0	108.0	0.004855491329479769	0.0022639691714836222	0.0018786127167630057	0.006657032755298652	0.004046242774566474	194.0	East King County	Kenmore	Bellevue	Conventional	False
2019-01-20	234	S	6	1.0	0.0	1.0	97.0	0.004156275976724854	0.00602660016625104	0.004239401496259352	0.007481296758104738	0.006234413965087282	174.0	East King County	Kenmore	Bellevue	Conventional	False
2019-01-20	235	N	6	1.0	0.0	1.0	71.0	0.006172839506172838	0.004629629629629629	0.000992063492063492	0.011022927689594354	0.0004409171075837742	120.0	East King County	Kingsgate	Bellevue	Conventional	False
2019-01-20	235	S	6	1.0	0.0	1.0	57.0	0.008333333333333333	0.008333333333333333	0.004166666666666667	0.015277777777777777	0.002777777777777778	97.0	East King County	Kingsgate	Bellevue	Conventional	False
2019-01-20	236	N	6	1.0	0.0	1.0	31.0	0.004918981481481481	0.004629629629629629	0.00043402777777777775	0.0014467592592592592	0.0005787037037037037	78.0	East King County	Kirkland Transit Center	Woodinville	Conventional	False
2019-01-20	238	N	6	1.0	0.0	1.0	26.0	0.0007645259938837921	0.0015290519877675841	0.0045871559633027525	0.0015290519877675841	0.0071355759429153915	56.0	East King County	Kirkland Transit Center	Woodinville	Conventional	False
2019-01-20	238	S	6	1.0	0.0	1.0	24.0	0.0	0.0033333333333333335	0.0016666666666666668	0.0016666666666666668	0.0027777777777777775	60.0	East King County	Kirkland Transit Center	Woodinville	Conventional	False
2019-01-20	240	N	6	1.0	0.0	1.0	219.0	0.0074489972980342585	0.0065677598473017525	0.002894077985176371	0.011686621551275377	0.002082248828735034	559.0	East King County	Bellevue	Renton	Conventional	False
2019-01-20	241	N	6	1.0	0.0	1.0	75.0	0.005548373195432018	0.013951734539969835	0.004901960784313725	0.007918552036199095	0.0011312217194570137	118.0	East King County	Bellevue	Eastgate P&R	Conventional	False
2019-01-20	241	S	6	1.0	0.0	1.0	36.0	0.0012254901960784314	0.006127450980392157	0.00428921568627451	0.003676470588235294	0.0	76.0	East King County	Bellevue	Eastgate P&R	Conventional	False
2019-01-20	248	W	6	0.0	0.0	1.0	157.0	0.007060572277963582	0.00984764028242289	0.004459308807134894	0.010590858416945374	0.0039018952062430325	344.0	East King County	Kirkland Transit Center	Avondale	Conventional	False
2019-01-20	249	W	6	0.0	0.0	1.0	76.0	0.005513376717281273	0.004699927693420102	0.004880694143167028	0.004699927693420101	0.0021691973969631237	182.0	East King County	Overlake	South Bellevue P&R	Conventional	False
2019-01-20	255	E	6	0.0	0.0	1.0	124.0	0.00855379188712522	0.0034541847041847044	0.005015432098765433	0.00958994708994709	0.005616969009826152	199.0	East King County	Brickyard P&R	Downtown Seattle	Conventional	False
2019-01-20	255	W	6	0.0	0.0	1.0	149.0	0.008628051610507751	0.006627680311890838	0.004520560660911538	0.013505987190197717	0.012577740647916088	224.0	East King County	Brickyard P&R	Downtown Seattle	Conventional	False
2019-01-20	271	E	6	0.0	0.0	1.0	553.0	0.006507374962563642	0.007743710691823899	0.004644271945484883	0.00897392047156198	0.031007356487477777	731.0	East King County	Issaquah	University District	Conventional	False
2019-01-20	331	E	6	0.0	0.0	1.0	39.0	0.004065040650406504	0.005173688100517368	0.0022172949002217295	0.005173688100517368	0.008869179600886918	79.0	North King County	Shoreline	Kenmore	Conventional	False
2019-01-20	331	W	6	0.0	0.0	1.0	72.0	0.0161231884057971	0.005978260869565218	0.011956521739130435	0.009782608695652175	0.006159420289855073	113.0	North King County	Shoreline	Kenmore	Conventional	False
2019-01-20	345	N	6	1.0	0.0	1.0	71.0	0.017060964513193812	0.012941057527044787	0.010084925690021231	0.004443433424325145	0.005611161662117076	145.0	North King County	Northgate Transit Center	Shoreline	Conventional	False
2019-01-20	345	S	6	1.0	0.0	1.0	82.0	0.015037593984962405	0.011748120300751879	0.012844611528822056	0.013157894736842105	0.0037593984962406013	133.0	North King County	Northgate Transit Center	Shoreline	Conventional	False
2019-01-20	346	N	6	1.0	0.0	1.0	101.0	0.005486111111111112	0.00904882154882155	0.006496913580246913	0.011044472502805835	0.0022411616161616163	157.0	North King County	Northgate Transit Center	Aurora Village Transit Center	Conventional	False
2019-01-20	346	S	6	1.0	0.0	1.0	79.0	0.0061805555555555555	0.010046296296296296	0.007407407407407407	0.012777777777777777	0.003472222222222222	135.0	North King County	Northgate Transit Center	Aurora Village Transit Center	Conventional	False
2019-01-20	347	N	6	1.0	0.0	1.0	165.0	0.02166199813258637	0.006282096171802056	0.006985294117647059	0.007720588235294119	0.012809290382819794	270.0	North King County	Northgate Transit Center	Mountlake Terrace Transit Center	Conventional	False
2019-01-20	347	S	6	1.0	0.0	1.0	160.0	0.023286052009456267	0.011583924349881798	0.013356973995271866	0.01288416075650118	0.014657210401891253	278.0	North King County	Northgate Transit Center	Mountlake Terrace Transit Center	Conventional	False
2019-01-20	348	N	6	1.0	0.0	1.0	175.0	0.015867003367003366	0.008985690235690236	0.012826178451178451	0.01717171717171717	0.013047138047138048	347.0	North King County	Northgate Transit Center	Richmond Beach	Conventional	False
2019-01-20	348	S	6	1.0	0.0	1.0	161.0	0.01769547325102881	0.005864197530864198	0.013209876543209875	0.01491769547325103	0.008786008230452674	292.0	North King County	Northgate Transit Center	Richmond Beach	Conventional	False
2019-01-20	372	N	6	1.0	0.0	1.0	484.0	0.007850707850707852	0.01814892814892815	0.009596361066949303	0.009415297650591768	0.15050532962297666	591.0	North King County	University District	Bothell	Conventional	False
2019-01-20	372	S	6	1.0	0.0	1.0	395.0	0.021181716833890748	0.01626598039641518	0.005741360089186177	0.014520624303232999	0.18934386869169476	496.0	North King County	University District	Bothell	Conventional	False
2019-01-20	522	N	6	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	773.0	Express	Downtown Seattle	Woodinville	Conventional	False
2019-01-20	545	E	6	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	695.0	Express	Downtown Seattle	Bear Creek P&R	Conventional	False
